greek,transliteration,english_gloss,minoan_form,category,query,matched,distance,distance_threshold,inscription_id,gorila_id,site,material,period,semantic_score,confidence_score,found_commodities,context_syllabograms,text_type,object_type,full_inscription_text,full_transliteration,sign_count,num_logograms,num_numerals,num_fractions,logogram_list,numeral_list,context_before_5,context_after_5,findspot_context,findspot_lat,findspot_lon,findspot_inscription_count,findspot_has_parallels,linear_b_parallels,semantic_field,context_plausibility,notes
δαῦκον,daukon,carrot,dauk,flora,DAUKU,DAREKU,1,1,1628,ZA18a,Zakros,stone,Uncertain,0.05,41.5,,DAREKU,religious,stone vessel,𐘀 𐘙 𐙂 𐝫 𐄁 𐙂 𐙭 𐄁 𐛭 𐄈 𐝂 𐝂 𐙉 𐝫 𐄈 𐝂 𐝂 𐜓 𐝁 𐝁 𐙋 𐝃 𐝫,DA RE KU 𐄁 ? *321 𐄁 GRA+PA 2 double mina ? 2 double mina ? OLE+KI ? OLIV ¹⁄₄ 𐝫 vase 𐝫,23,8,0,0,2; 𐛭; mina; 𐝂; OLE+KI; OLIV; 𐝁; ¹⁄₄; vase; 𐝃,,,"RE KU 𐄁 
 *321",,,,53,no,,unknown,category 'flora' — no specific plausibility criteria,approximate match (levenshtein=1); 8 logogram(s) present; text: religious
δαῦκον,daukon,carrot,dauk,flora,DAUKU,DAKU,1,1,131,HT103,Haghia Triada - Casa Room 7,clay,LM IB,0.05,41.5,,40PA₃DA,administrative,tablet (page-shaped),𐘉 𐘷 𐄁 𐘝 𐄓 𐘰 𐘀 𐙂 𐘈 𐘗 𐝫 𐝫 𐄌 𐝆 𐙓 𐄐 𐄉 𐘀 𐙂 𐘅 𐄇 𐘀 𐙂 𐘈 𐘗 𐄇 𐘸 𐘴 𐄋 𐝆,U TA₂ 𐄁 NI 40 PA₃ DA KU SE NE 6 ¹⁄₂ ? *188 ? DA KU 1 ? DA KU NE 1 ? KI RA ¹⁄₂ ? 𐄋 vase,30,2,0,0,*188; 𐝆; vase,,TA₂ 𐄁 NI 40 PA₃,KU SE NE 6 ¹⁄₂,,,,42,no,,unknown,category 'flora' — no specific plausibility criteria,approximate match (levenshtein=1); 2 logogram(s) present; text: administrative
δαῦκον,daukon,carrot,dauk,flora,DAUKU,DAKU,1,1,132,HT104,Haghia Triada - Casa Room 7,clay,LM IB,0.05,41.5,,𐄁𐄁,administrative,tablet (page-shaped),𐘳 𐘂 𐄁 𐚷 𐄁 𐘀 𐙂 𐘈 𐘗 𐘠 𐄓 𐄋 𐝆 𐘚 𐘬 𐘠 𐄑 𐝆 𐘂 𐘀 𐘲 𐘠 𐄑 𐄏 𐙂 𐘁 𐄘 𐄋,TA PA 𐄁 TE+RO[ 𐄁 DA KU SE NE TI 45 ¹⁄₂ ? DU TI 20 ¹⁄₂ ? DA SU TI 29 ? KU 95 ro 𐄘 𐄋,28,3,0,0,TE+RO[; 𐚷; 𐝆,,TA PA 𐄁 TE+RO[ 𐄁,KU SE NE TI 45,,,,42,no,,unknown,category 'flora' — no specific plausibility criteria,approximate match (levenshtein=1); 3 logogram(s) present; text: administrative
δαῦκον,daukon,carrot,dauk,flora,DAUKU,DAKU,1,1,1504,PH(?)31a,Phaistos,clay,Uncertain,0.05,41.5,,*22FNE,administrative,tablet (page-shaped),𐝫 𐝫 𐘇 𐝫 𐝫 𐘘 𐚾 𐄇 𐙁 𐘆 𐘑 𐄇 𐘓 𐝫 𐄁 𐝫 𐘗 𐄇 𐙂 𐘰 𐘯 𐙄 𐘤 𐘙 𐄇 𐘂 𐘳 𐘀 𐝫 𐝫 𐄇 𐙂 𐘁 𐚾 𐄇 𐘑 𐄋 𐘐 𐄉 𐝫,𐝫 A ? RU 1 ? MA DI 1 ? *22F ? NE 1 KU PA₃ NU AU RE 1 ? PA TA DA 1 KU RO CAPm+KU 1 ? *21M ? *21F 3 𐄇 zo 𐄋 za 𐄉 𐝫,40,2,0,0,MA; 𐚾; 3,,"RE 1 
 PA TA",1 KU RO CAPm+KU 1,,,,66,no,,agriculture (grain),category 'flora' — no specific plausibility criteria,approximate match (levenshtein=1); 2 logogram(s) present; text: administrative
δαῦκον,daukon,carrot,dauk,flora,DAUKU,DAKU,1,1,1560,SEZf1,Selakanos,metal,Uncertain,0.05,41.5,,DAKU,religious,metal object,𐘀 𐙂,DA KU,2,0,0,0,,,,KU,,,,1,no,,unknown,category 'flora' — no specific plausibility criteria,approximate match (levenshtein=1); text: religious
δαῦκον,daukon,carrot,dauk,flora,DAUKU,DAUTI,1,1,1118,IOZa11,Iouktas,stone,Uncertain,0.05,41.5,,DADA𐄁,religious,stone vessel,𐝫 𐘅 𐝫 𐄁 𐝫 𐘀 𐘀 𐝫 𐄁 𐝫 𐘉 𐘠 𐘯 𐄁 𐘚 𐘅 𐘚 𐘀 𐝫,NA 𐄁 DA DA 𐄁 ? U TI NU I NA I DA 𐄁 ru na ru da 𐝫,19,0,0,0,,,NA 𐄁,"DA 𐄁 
 U TI",,,,16,no,,unknown,category 'flora' — no specific plausibility criteria,approximate match (levenshtein=1); text: religious
δαῦκον,daukon,carrot,dauk,flora,DAUKU,DAUSE,1,1,1708,LACHZa1,Larani,stone,Uncertain,0.05,41.5,,RIDAU,religious,stone vessel,𐘻 𐄁 𐘭 𐘀 𐘉 𐄁 𐘈 𐝕,MI 𐄁 RI DA U 𐄁 SE JE,8,1,0,0,JE; 𐝕,,MI 𐄁 RI,U 𐄁 SE JE,,,,2,no,,unknown,category 'flora' — no specific plausibility criteria,approximate match (levenshtein=1); 1 logogram(s) present; text: religious
δαῦκον,daukon,carrot,dauk,flora,DAUKU,DAKIKU,1,1,37,HT27a,Haghia Triada - Villa Magazine,clay,LM IB,0.05,41.5,,5051,administrative,tablet (page-shaped),𐘠 𐘝 𐘳 𐄁 𐙛 𐄁 𐙇 𐄘 𐝫 𐄔 𐙅 𐄔 𐄇 𐘙 𐄑 𐝫 𐘚 𐘻 𐘞 𐘴 𐄓 𐄉 𐝫 𐘿 𐄑 𐄇 𐘸 𐘀 𐝫 𐝫 𐘸 𐙠 𐄁 𐙂 𐙙 𐝫 𐝫 𐘞 𐘴 𐘆 𐄋 𐙇 𐄓 𐄈 𐙂 𐘁 𐄛 𐄒 𐄋 𐙗 𐄏 𐝕 𐝁 𐘝 𐄐 𐝁 𐙍 𐄍,TI NI TA 𐄁 *307 𐄁 VIR+[?] 90 50 ? 51 ? RE ? I SA RA 43 ? QE 21 ? DA ? KI *310 KU *305 ? RA DI 5 ? VIR+[?] 42 ? RO 335 ? CYP 9 ? NI 10 ? VIN 7 𐄒 𐄋 ? 𐄏 [?] vase pu 𐄐 vase ka 𐄍,58,3,0,0,[?]; 𐝕; vase; 𐝁; vase,,"43 
 QE 21 
","
 KI *310 KU *305",,,,96,no,,unknown,category 'flora' — no specific plausibility criteria,approximate match (levenshtein=1); 3 logogram(s) present; text: administrative
δαῦκον,daukon,carrot,dauk,flora,DAUKU,DATEKU,1,1,1665,ARKH2,Arkhalkhori,clay,LM IB,0.05,41.5,,DATEKU,administrative,tablet (page-shaped),𐘤 𐘀 𐘃 𐙂 𐘴 𐙎 𐄋 𐘇 𐘤 𐘀 𐘄 𐘚 𐄐 𐄈 𐙀 𐙕 𐘈 𐘦 𐘐 𐙈 𐄌 𐘇 𐘲 𐘫 𐘮 𐄊 𐘘 𐘻 𐝫 𐝫,SI DA TE KU RA *131B 5 A SI DA TO I 12 ? *301 SE DE *21F *118 6 ? SU PU WA 4 ? MI ? 𐝫 𐝫,30,0,0,0,,,SI,TE KU RA *131B 5,,,,15,no,,unknown,category 'flora' — no specific plausibility criteria,approximate match (levenshtein=1); text: administrative
δαῦκον,daukon,carrot,dauk,flora,DAUKU,DATAKU,1,1,52,HT40,Haghia Triada - Villa Magazine,clay,LM IB,0.05,41.5,,𐄁TE𐄁,administrative,tablet (page-shaped),𐘯 𐘬 𐙷 𐄁 𐘃 𐄁 𐙉 𐄚 𐄍 𐘸 𐘀 𐘳 𐄁 𐙉 𐝫 𐄙 𐄒 𐄊 𐙂 𐘁 𐝫 𐙂 𐝫 𐝫,NU DU *331 𐄁 TE 𐄁 GRA 207 ? DA TA 𐄁 GRA 134 ? KU RO ? ? 𐝫 𐝫 ta? 𐝫 𐝫,24,0,0,0,,,"TE 𐄁 GRA 207 
","TA 𐄁 GRA 134 
",,,,96,no,,unknown,category 'flora' — no specific plausibility criteria,approximate match (levenshtein=1); text: administrative
κύμινον,kyminon,cumin,kumin,flora,KUMINU,KUMI,1,1,75,HT54a,Haghia Triada - Villa Magazine,clay,LM IB,0.05,41.5,,𐝫𐝫KU,administrative,tablet (page-shaped),𐝫 𐝫 𐝫 𐙂 𐘻 𐘅 𐘿 𐝫 𐝫 𐘸 𐘻 𐘽 𐝫 𐝫,𐝫 𐝫 KU MI NA QE ? KI RA₂ ? 𐝫 ? 𐝫 𐝫,14,0,0,0,,,𐝫 𐝫,"MI NA QE 
 KI",,,,96,no,,unknown,category 'flora' — no specific plausibility criteria,approximate match (levenshtein=1); text: administrative
κύμινον,kyminon,cumin,kumin,flora,KUMINU,KUMI,1,1,138,HT110a,Haghia Triada - Casa Room 7,clay,LM IB,0.05,41.5,,*34KUMI,administrative,tablet (page-shaped),𐘤 𐘬 𐘟 𐙂 𐘻 𐜚 𐄑 𐙂 𐘂 𐄇 𐙂 𐘁 𐄙 𐝫 𐝫 𐘝 𐄐 𐄋 𐝫 𐝫 𐄕,SI DU *34 KU MI CYP+E 20 KU PA 1 KU RO 100 ? 15 ? 60 𐄋 𐝫 𐝫 𐄕,21,0,0,0,,CYP+E,SI DU *34,MI CYP+E 20 KU PA,,,,42,no,,unknown,category 'flora' — no specific plausibility criteria,approximate match (levenshtein=1); text: administrative
κύμινον,kyminon,cumin,kumin,flora,KUMINU,KUMI,1,1,1078,HTWc3014,Haghia Triada,clay,LM IB,0.05,41.5,,KUMINA,administrative,roundel,𐙂 𐘻 𐘅 𐘿 𐄁 𐘒,KU MI NA QE 𐄁 CAP,6,0,0,0,,,,MI NA QE 𐄁 CAP,,,,49,no,,unknown,category 'flora' — no specific plausibility criteria,approximate match (levenshtein=1); text: administrative
κύμινον,kyminon,cumin,kumin,flora,KUMINU,KUMI,1,1,1616,ZA10a,Zakros,stone,Uncertain,0.05,41.5,,PA1,religious,stone vessel,𐘳 𐘅 𐘃 𐄈 𐘂 𐝫 𐄇 𐘇 𐙂 𐘻 𐘅 𐄇 𐘇 𐘳 𐘅 𐘃 𐄇 𐘇 𐘻 𐘀 𐘉 𐄇 𐘇 𐘬 𐙂 𐘻 𐘅 𐄇 𐘀 𐘚 𐘢 𐘳 𐄇 𐘬 𐘙 𐘍 𐘈 𐄈,TA NA TE 2 PA 1 ? KU MI NA 1 ? TA NA TE 1 ? MI DA U 1 ? DU KU MI NA 1 ? I PI TA 1 ? RE ZA SE 2 𐄈,38,0,0,0,,,"TE 2 PA 1 
","MI NA 1 
 TA",,,,53,no,,unknown,category 'flora' — no specific plausibility criteria,approximate match (levenshtein=1); text: religious
κύμινον,kyminon,cumin,kumin,flora,KUMINU,KUPA₃NU,1,1,109,HT88,Haghia Triada - Casa Room 7,clay,LM IB,0.05,41.5,,𐄁KUPA₃,administrative,tablet (page-shaped),𐘇 𐘬 𐛧 𐄑 𐘙 𐘍 𐄌 𐘝 𐄁 𐘸 𐘸 𐘅 𐄍 𐘸 𐘁 𐄁 𐙂 𐘰 𐘰 𐄇 𐘾 𐘶 𐄇 𐙂 𐘰 𐘯 𐄇 𐘂 𐘱 𐘙 𐄇 𐘞 𐙁 𐘁 𐄇 𐘀 𐘳 𐘙 𐄇 𐙂 𐘁 𐄌,A DU VIR+KA 20 RE ZA 6 NI 𐄁 KI KI NA 7 KI RO 𐄁 KU PA₃ PA₃ 1 KA JU 1 KU PA₃ NU 1 PA JA RE 1 SA MA RO 1 DA TA RE 1 KU RO 6,42,1,0,0,VIR+KA; 𐛧,,PA₃ 1 KA JU 1,PA₃ NU 1 PA JA,,,,42,no,,unknown,category 'flora' — no specific plausibility criteria,approximate match (levenshtein=1); 1 logogram(s) present; text: administrative
κύμινον,kyminon,cumin,kumin,flora,KUMINU,KUPA₃NU,1,1,152,HT117a,Haghia Triada - Casa Room 9,clay,LM IB,0.05,41.5,,KURAMU,administrative,tablet (page-shaped),𐙁 𐘾 𐘭 𐘃 𐄁 𐘸 𐘁 𐄁 𐘉 𐘻 𐘅 𐘤 𐄁 𐘉 𐘲 𐄇 𐘻 𐘹 𐄇 𐙂 𐘴 𐘕 𐄇 𐙁 𐘘 𐄇 𐙂 𐘰 𐘯 𐄇 𐘹 𐘶 𐙁 𐄇 𐘉 𐘆 𐘻 𐄇 𐘻 𐘘 𐘳 𐘴 𐘙 𐄇 𐘃 𐘱 𐘙 𐄇 𐘅 𐘀 𐘙 𐄇 𐙂 𐘁 𐄐 — 𐘞 𐘳 𐄁 𐙂 𐙂 𐘀 𐘴 𐄇 𐘺 𐘞 𐘚 𐘠 𐄇 𐘀 𐘻 𐘯 𐄇 𐘀 𐘗 𐙂 𐘠 𐄇 𐘸 𐘀 𐘁 𐄇,MA KA RI TE 𐄁 KI RO 𐄁 U MI NA SI 𐄁 U SU 1 MI TU 1 KU RA MU 1 MA RU 1 KU PA₃ NU 1 TU JU MA 1 U DI MI 1 MI RU TA RA RE 1 TE JA RE 1 NA DA RE 1 KU RO 10 — SA TA 𐄁 KU KU DA RA 1 KO SA I TI 1 DA MI NU 1 DA NE KU TI 1 KI DA RO 1,82,0,0,0,,,MU 1 MA RU 1,PA₃ NU 1 TU JU,,,,16,no,,unknown,category 'flora' — no specific plausibility criteria,approximate match (levenshtein=1); text: administrative
κύμινον,kyminon,cumin,kumin,flora,KUMINU,KUPA₃NU,1,1,1504,PH(?)31a,Phaistos,clay,Uncertain,0.05,41.5,,1,administrative,tablet (page-shaped),𐝫 𐝫 𐘇 𐝫 𐝫 𐘘 𐚾 𐄇 𐙁 𐘆 𐘑 𐄇 𐘓 𐝫 𐄁 𐝫 𐘗 𐄇 𐙂 𐘰 𐘯 𐙄 𐘤 𐘙 𐄇 𐘂 𐘳 𐘀 𐝫 𐝫 𐄇 𐙂 𐘁 𐚾 𐄇 𐘑 𐄋 𐘐 𐄉 𐝫,𐝫 A ? RU 1 ? MA DI 1 ? *22F ? NE 1 KU PA₃ NU AU RE 1 ? PA TA DA 1 KU RO CAPm+KU 1 ? *21M ? *21F 3 𐄇 zo 𐄋 za 𐄉 𐝫,40,2,0,0,MA; 𐚾; 3,,"
 *22F 
 NE 1",PA₃ NU AU RE 1,,,,66,no,,agriculture (grain),category 'flora' — no specific plausibility criteria,approximate match (levenshtein=1); 2 logogram(s) present; text: administrative
κύμινον,kyminon,cumin,kumin,flora,KUMINU,MEMINU,1,1,106,HT86a,Haghia Triada - Casa Room 7,clay,LM IB,0.05,41.5,,RA₂WA10,administrative,tablet (page-shaped),𐘇 𐘾 𐘘 𐄁 𐙂 𐘝 𐘲 𐛷 𐄑 𐘞 𐘘 𐄑 𐘆 𐘦 𐘘 𐄑 𐘌 𐘽 𐘮 𐄐 — 𐘇 𐘬 𐄁 𐘀 𐘋 𐛳 𐄑 𐘻 𐘯 𐘃 𐄑,A KA RU 𐄁 KU NI SU GRA+K+L 20 SA RU 20 DI DE RU 20 QA RA₂ WA 10 — A DU 𐄁 DA ME GRA+B 20 MI NU TE 20,32,0,0,2,,GRA+K+L; GRA+B,— A DU 𐄁 DA,GRA+B 20 MI NU TE,,,,42,no,,unknown,category 'flora' — no specific plausibility criteria,approximate match (levenshtein=1); text: administrative
κύμινον,kyminon,cumin,kumin,flora,KUMINU,MEMINU,1,1,118,HT95a,Haghia Triada - Casa Room 7,clay,LM IB,0.05,41.5,,GRADAME,administrative,tablet (page-shaped),𐘀 𐘬 𐙁 𐘳 𐄁 𐙉 𐘀 𐘋 𐄐 𐘻 𐘯 𐘃 𐄐 𐘞 𐘘 𐄑 𐙂 𐘝 𐘲 𐄐 𐘆 𐘦 𐘘 𐄐 𐘿 𐘽 𐘉 𐄍,DA DU MA TA 𐄁 GRA DA ME 10 MI NU TE 10 SA RU 20 KU NI SU 10 DI DE RU 10 QE RA₂ U 7,28,0,0,0,,,MA TA 𐄁 GRA DA,10 MI NU TE 10,,,,42,no,,unknown,category 'flora' — no specific plausibility criteria,approximate match (levenshtein=1); text: administrative
κύμινον,kyminon,cumin,kumin,flora,KUMINU,MEMINU,1,1,119,HT95b,Haghia Triada - Casa Room 7,clay,LM IB,0.05,41.5,,10𐝫𐄁,administrative,tablet (page-shaped),𐘇 𐘬 𐄁 𐘞 𐘘 𐄐 𐝫 𐄁 𐝫 𐘀 𐘋 𐄐 𐘻 𐘯 𐘃 𐄐 𐙂 𐘝 𐘲 𐄐 𐘆 𐘦 𐘘 𐄐 𐘿 𐘽 𐘉 𐄐,A DU 𐄁 SA RU 10 𐝫 𐄁 𐝫 DA ME 10 MI NU TE 10 KU NI SU 10 DI DE RU 10 QE RA₂ U 10,28,0,0,0,,,10 𐝫 𐄁 𐝫 DA,10 MI NU TE 10,,,,42,no,,unknown,category 'flora' — no specific plausibility criteria,approximate match (levenshtein=1); text: administrative
κύμινον,kyminon,cumin,kumin,flora,KUMINU,MINU,1,1,134,HT106,Haghia Triada - Casa Room 7,clay,LM IB,0.05,41.5,,MINUTE,administrative,tablet (page-shaped),𐘻 𐘯 𐘃 𐙗 𐄌 𐝫 𐘤 𐄋 𐝆 𐘤 𐄇 — 𐘀 𐝫 𐄁 𐄎 𐝫 𐝫 𐘤 𐄉 𐝫 𐝫,MI NU TE CYP 6 ? 5 ¹⁄₂ ? 1 ? ? 𐄁 ? ? 3 𐝫 𐝫 jo 𐄉 𐝫 𐝫,22,1,0,0,𐝆,,,"NU TE CYP 6 
",,,,42,no,,unknown,category 'flora' — no specific plausibility criteria,approximate match (levenshtein=1); 1 logogram(s) present; text: administrative
κύμινον,kyminon,cumin,kumin,flora,KUMINU,MINU,1,1,1415,MA1a,Malia,,Uncertain,0.05,41.5,,QEDEMI,administrative,3-sided bar,𐄂 𐘚 𐘬 𐘣 𐘨 𐘿 𐘦 𐘻 𐘯 𐄁,*903 I DU WI *47 QE DE MI NU 𐄁,10,0,0,0,,,DU WI *47 QE DE,NU 𐄁,,,,18,no,,unknown,category 'flora' — no specific plausibility criteria,approximate match (levenshtein=1); text: administrative
κύμινον,kyminon,cumin,kumin,flora,KUMINU,MINU,1,1,1416,MA1b,Malia,,Uncertain,0.05,41.5,,QEDEMI,administrative,3-sided bar,𐘇 𐙁 𐄁 𐘨 𐘿 𐘦 𐘻 𐘯,A MA 𐄁 *47 QE DE MI NU,8,0,0,0,,,MA 𐄁 *47 QE DE,NU,,,,18,no,,unknown,category 'flora' — no specific plausibility criteria,approximate match (levenshtein=1); text: administrative
κύμινον,kyminon,cumin,kumin,flora,KUMINU,KUNU,1,1,158,HT122a,Haghia Triada - Casa del Lebete,clay,LM IB,0.05,41.5,,SIDA,administrative,tablet (page-shaped),𐝫 𐘴 𐘭 𐄁 𐘉 𐘦 𐘍 𐄈 𐝫 𐝫 𐄈 𐘀 𐘤 𐙈 𐄈 𐘂 𐝫 𐄁 𐝫 𐘆 𐄇 𐘃 𐘸 𐄈 𐘌 𐙠 𐘚 𐄉 𐘱 𐘻 𐘀 𐘙 𐄇 𐘤 𐘀 𐘙 𐄇 𐙰 𐘆 𐘴 𐄇 𐘂 𐘦 𐄇 𐙂 𐘰 𐘯 𐄇 𐘂 𐘳 𐘗 𐄇 𐙚 𐘹 𐄇 𐝫 𐘬 𐄇 𐙂 𐘰 𐘯 𐄇 𐘀 𐘭 𐘀 𐄇 𐙂 𐘁 𐄒 𐄇 𐙂 𐘀 𐄇,RA RI 𐄁 U DE ZA 2 ? 2 DA SI 2 ? PA 𐄁 DI 1 ? KI 2 ? *310 I 3 JA MI DA RE ? SI DA RE 1 *324 DI RA 1 PA DE 1 ? PA₃ NU 1 PA TA NE 1 *306 TU 1 ? 1 ? KU NU 1 ? RI DA 1 ? RO 31 ? KU 1 ro 𐄒 𐄇 ta? da 𐄇,73,0,0,0,,,"TU 1 
 1 
","NU 1 
 RI DA",,,,38,no,,unknown,category 'flora' — no specific plausibility criteria,approximate match (levenshtein=1); text: administrative
κύμινον,kyminon,cumin,kumin,flora,KUMINU,KUNU,1,1,1398,KNZc6,Knossos,,Uncertain,0.05,41.5,,KUNAPA,unknown,Inked inscription,𐘟 𐘠 𐘭 𐘇 𐘆 𐘀 𐘸 𐘠 𐘂 𐙂 𐄁 𐘝 𐘱 𐘯 𐄁 𐘶 𐙂 𐘅 𐘂 𐙂 𐘯 𐘉 𐝫 𐘚 𐙀 𐄁,*34 TI RI A DI DA KI TI PA KU 𐄁 NI JA NU 𐄁 JU KU NA PA KU NU U I ZU 𐄁 𐄁,26,0,0,0,,,𐄁 JU KU NA PA,NU U I ZU 𐄁,,,,59,no,,unknown,category 'flora' — no specific plausibility criteria,approximate match (levenshtein=1)
βύβλος,byblos,papyrus,bubl,flora,PUPURU,PUKURU,1,1,108,HT87,Haghia Triada - Casa Room 7,clay,LM IB,0.05,41.5,,DIKISE,administrative,tablet (page-shaped),𐘐 𐘹 𐘗 𐄁 𐙁 𐘾 𐘭 𐘃 𐄁 𐘢 𐘳 𐘥 𐘤 𐄇 𐘱 𐘙 𐘻 𐄇 𐘆 𐘸 𐘈 𐄇 𐘿 𐘲 𐘫 𐄇 𐙂 𐘘 𐙂 𐄇 𐘇 𐘴 𐝫 𐄁 𐝫 𐘇 𐘹 𐄇,*21F TU NE 𐄁 MA KA RI TE 𐄁 PI TA KE SI 1 JA RE MI 1 DI KI SE 1 QE SU PU 1 KU RU KU 1 A RA 𐄁 A TU 1 ja 𐄇,38,0,0,0,,,KI SE 1 QE SU,1 KU RU KU 1,,,,42,no,,unknown,category 'flora' — no specific plausibility criteria,approximate match (levenshtein=1); text: administrative
ἄκαριον,akarion,mite/tick (plant),akari,flora,AKARI,AKARU,1,1,2,HT2,Haghia Triada - Portico 11 and Room 13,clay,LM IB,0.1,38.0,"OLE+U,OLE",AKARU,administrative,tablet (page-shaped),𐘇 𐘾 𐘘 𐄁 𐜋 𐄑 𐝫 𐝫 𐜊 𐄐 𐄍 𐜎 𐄉 𐝫 𐝫 𐘸 𐘙 𐘳 𐘅 𐜋 𐄔 𐄊 𐝫 𐝫 𐜊 𐄓 𐄍 𐄇,A KA RU 𐄁 OLE+U 20 ? 17 ? OLE+E 3 KI RE TA OLE+U 54 ? OLE+A 47 ? 1 𐄊 𐝫 𐝫 ?? 𐄓 𐄍 𐄇,28,0,1,4,,OLE+U; KI; ??,,KA RU 𐄁 OLE+U 20,,,,863,no,,unknown,category 'flora' — no specific plausibility criteria,approximate match (levenshtein=1); text: administrative
ἄκαριον,akarion,mite/tick (plant),akari,flora,AKARI,AKARU,1,1,106,HT86a,Haghia Triada - Casa Room 7,clay,LM IB,0.05,36.5,,AKARU,administrative,tablet (page-shaped),𐘇 𐘾 𐘘 𐄁 𐙂 𐘝 𐘲 𐛷 𐄑 𐘞 𐘘 𐄑 𐘆 𐘦 𐘘 𐄑 𐘌 𐘽 𐘮 𐄐 — 𐘇 𐘬 𐄁 𐘀 𐘋 𐛳 𐄑 𐘻 𐘯 𐘃 𐄑,A KA RU 𐄁 KU NI SU GRA+K+L 20 SA RU 20 DI DE RU 20 QA RA₂ WA 10 — A DU 𐄁 DA ME GRA+B 20 MI NU TE 20,32,0,0,2,,GRA+K+L; GRA+B,,KA RU 𐄁 KU NI,,,,42,no,,unknown,category 'flora' — no specific plausibility criteria,approximate match (levenshtein=1); text: administrative
ἄκαριον,akarion,mite/tick (plant),akari,flora,AKARI,AKARU,1,1,107,HT86b,Haghia Triada - Casa Room 7,clay,LM IB,0.05,36.5,,AKARU,administrative,tablet (page-shaped),𐘇 𐘾 𐘘 𐄁 𐙂 𐘝 𐘲 𐛷 𐄑 𐘞 𐘘 𐄑 𐘆 𐘦,A KA RU 𐄁 KU NI SU GRA+K+L 20 SA RU 20 DI DE,14,0,0,1,,GRA+K+L,,KA RU 𐄁 KU NI,,,,42,no,,unknown,category 'flora' — no specific plausibility criteria,approximate match (levenshtein=1); text: administrative
ἄκαριον,akarion,mite/tick (plant),akari,flora,AKARI,MAKARI,1,1,108,HT87,Haghia Triada - Casa Room 7,clay,LM IB,0.05,36.5,,NE𐄁MA,administrative,tablet (page-shaped),𐘐 𐘹 𐘗 𐄁 𐙁 𐘾 𐘭 𐘃 𐄁 𐘢 𐘳 𐘥 𐘤 𐄇 𐘱 𐘙 𐘻 𐄇 𐘆 𐘸 𐘈 𐄇 𐘿 𐘲 𐘫 𐄇 𐙂 𐘘 𐙂 𐄇 𐘇 𐘴 𐝫 𐄁 𐝫 𐘇 𐘹 𐄇,*21F TU NE 𐄁 MA KA RI TE 𐄁 PI TA KE SI 1 JA RE MI 1 DI KI SE 1 QE SU PU 1 KU RU KU 1 A RA 𐄁 A TU 1 ja 𐄇,38,0,0,0,,,*21F TU NE 𐄁,KA RI TE 𐄁 PI,,,,42,no,,unknown,category 'flora' — no specific plausibility criteria,approximate match (levenshtein=1); text: administrative
ἄκαριον,akarion,mite/tick (plant),akari,flora,AKARI,MAKARI,1,1,152,HT117a,Haghia Triada - Casa Room 9,clay,LM IB,0.05,36.5,,MAKARI,administrative,tablet (page-shaped),𐙁 𐘾 𐘭 𐘃 𐄁 𐘸 𐘁 𐄁 𐘉 𐘻 𐘅 𐘤 𐄁 𐘉 𐘲 𐄇 𐘻 𐘹 𐄇 𐙂 𐘴 𐘕 𐄇 𐙁 𐘘 𐄇 𐙂 𐘰 𐘯 𐄇 𐘹 𐘶 𐙁 𐄇 𐘉 𐘆 𐘻 𐄇 𐘻 𐘘 𐘳 𐘴 𐘙 𐄇 𐘃 𐘱 𐘙 𐄇 𐘅 𐘀 𐘙 𐄇 𐙂 𐘁 𐄐 — 𐘞 𐘳 𐄁 𐙂 𐙂 𐘀 𐘴 𐄇 𐘺 𐘞 𐘚 𐘠 𐄇 𐘀 𐘻 𐘯 𐄇 𐘀 𐘗 𐙂 𐘠 𐄇 𐘸 𐘀 𐘁 𐄇,MA KA RI TE 𐄁 KI RO 𐄁 U MI NA SI 𐄁 U SU 1 MI TU 1 KU RA MU 1 MA RU 1 KU PA₃ NU 1 TU JU MA 1 U DI MI 1 MI RU TA RA RE 1 TE JA RE 1 NA DA RE 1 KU RO 10 — SA TA 𐄁 KU KU DA RA 1 KO SA I TI 1 DA MI NU 1 DA NE KU TI 1 KI DA RO 1,82,0,0,0,,,,KA RI TE 𐄁 KI,,,,16,no,,unknown,category 'flora' — no specific plausibility criteria,approximate match (levenshtein=1); text: administrative
ἄκαριον,akarion,mite/tick (plant),akari,flora,AKARI,ASERI,1,1,101,HT81,Haghia Triada - Villa Magazine,clay,LM IB,0.05,36.5,,ASE𐄁,administrative,tablet (page-shaped),𐘇 𐘈 𐄁 𐛚 𐄁 𐝅 𐝫 𐝫 𐘭 𐘲 𐙁 𐝋 𐘸 𐝫 𐝫,A SE 𐄁 MI+JA+RU 𐄁 ≈ ¹⁄₆ RI SU MA 𐝋 ? ? 𐝫 𐝫,15,3,0,0,MI+JA+RU; 𐛚; ≈; 𐝅; 𐝋,,,SE 𐄁 MI+JA+RU 𐄁 ≈,,,,96,no,,unknown,category 'flora' — no specific plausibility criteria,approximate match (levenshtein=1); 3 logogram(s) present; text: administrative
